id,name_in_english,name_in_spanish,countries,country_code,degree_of_endangerment,number_of_speakers,latitude,longitude
2133,Ririo,ririo,Solomon Islands,SLB,Critically endangered,18.0,-6.91,156.9671
1957,Ava-Canoeiro,avá-canoeiro,Brazil,BRA,Critically endangered,16.0,-14.0847,-48.0418
1876,Chorotega,chorotega,Costa Rica,CRI,Critically endangered,16.0,9.8991,-83.6855
475,Ainu (Hokkaido),ainú (Hokkaido),Japan,JPN,Critically endangered,15.0,43.2612,142.8222
174,Jaminjung,djamindjung,Australia,AUS,Severely endangered,15.0,-15.2417,130.5725
2510,Mwesen,mosina,Vanuatu,VUT,Critically endangered,15.0,-13.874,167.5415
2376,Sechelt,sechelt,Canada,CAN,Critically endangered,15.0,50.0846,-123.7437
161,Tanana,tanana,United States of America,USA,Critically endangered,15.0,64.605,-149.0625
153,Ingalik,ingalik,United States of America,USA,Critically endangered,14.0,62.1655,-156.3134
176,Jingulu,chunguloo,Australia,AUS,Severely endangered,14.0,-17.3716,134.187
942,Zapotec of Mixtepe,zapoteco mixtepeco,Mexico,MEX,Critically endangered,14.0,16.2666,-96.3666
2578,Woria,woria,Indonesia,IDN,Critically endangered,13.0,-2.4011,136.4886
572,Aruá,aruá,Brazil,BRA,Severely endangered,12.0,-12.0285,-64.7094
1459,Han (United States of America),han (Estados Unidos),United States of America,USA,Critically endangered,12.0,64.7837,-141.2172
780,Hupa,hupa,United States of America,USA,Critically endangered,12.0,41.7624,-123.7028
826,Karuk,karuk,United States of America,USA,Severely endangered,12.0,41.7929,-123.3763
790,Makah,makah,United States of America,USA,Critically endangered,12.0,48.3658,-124.6118
2079,Ngaatjatjara,engaachachara,Australia,AUS,Severely endangered,12.0,-25.1651,127.3535
219,Ngaliwuru,engaliwuru,Australia,AUS,Critically endangered,12.0,-15.5595,131.0614
637,Ofayé,opayé,Brazil,BRA,Critically endangered,12.0,-21.361,-52.0532
234,Umpila,umpila,Australia,AUS,Severely endangered,12.0,-13.0366,143.3386
775,Yurok,yurok,United States of America,USA,Critically endangered,12.0,41.0607,-124.1413
1794,Kinikinau,kinikinau,Brazil,BRA,Critically endangered,11.0,-21.0685,-56.2765
236,Wagiman,wageman,Australia,AUS,Severely endangered,11.0,-14.1845,131.6546
829,Achumawi,achumawi,United States of America,USA,Critically endangered,10.0,40.8816,-122.6715
2160,Arho,aro,New Caledonia (France),NCL,Critically endangered,10.0,-21.274,165.0503
891,Arikara,arikara,United States of America,USA,Critically endangered,10.0,47.648,-101.8327
515,Ayizi,ayizi,China,CHN,Critically endangered,10.0,24.5964,103.7329
2143,Bangsa,Bangsa,Vanuatu,VUT,Critically endangered,10.0,-16.146,167.389
1864,Ch'orti' (Honduras),chortí (Honduras),Honduras,HND,Critically endangered,10.0,14.9364,-88.865
1002,Chung (Thailand),sa-och (Tailandia),Thailand,THA,Critically endangered,10.0,14.4897,99.1661
763,Copper Island Aleut,aleutiano de la isla Copper,Russian Federation,RUS,Critically endangered,10.0,54.7753,167.5662
764,Gros Ventre,atsina,United States of America,USA,Critically endangered,10.0,48.4824,-108.7639
115,Gweno,gweno,United Republic of Tanzania,TZA,Critically endangered,10.0,-3.7135,37.6501
2591,Hoti,hoti,Indonesia,IDN,Critically endangered,10.0,-3.0143,130.3692
2593,Hulung,hulung,Indonesia,IDN,Critically endangered,10.0,-2.8614,128.5606
2594,Ibu,ibu,Indonesia,IDN,Critically endangered,10.0,1.5269,127.5265
1867,Iranxe,irantxe,Brazil,BRA,Critically endangered,10.0,-12.6939,-57.843
2595,Kamarian,kamarian,Indonesia,IDN,Critically endangered,10.0,-3.4366,128.5345
194,Karajarri,karacheri,Australia,AUS,Critically endangered,10.0,-19.0205,122.3437
613,Karipuna,karipuna,Brazil,BRA,Definitely endangered,10.0,-10.2284,-64.5556
615,Katawixi,catahuichí,Brazil,BRA,Critically endangered,10.0,-8.8416,-66.0937
863,Kawaiisu,kawaiisu,United States of America,USA,Critically endangered,10.0,35.0589,-118.4026
1450,Khövsgöl Uryangkhay,urianjai de Khövsgöl,Mongolia,MNG,Critically endangered,10.0,50.9722,101.3159
1880,Krenak,botokudo,Brazil,BRA,Critically endangered,10.0,-19.1937,-41.1527
199,Kurrama,kurrama,Australia,AUS,Critically endangered,10.0,-21.6383,117.9711
202,Lardil,lardil,Australia,AUS,Critically endangered,10.0,-16.5526,139.3176
2270,Lom,lom,Indonesia,IDN,Critically endangered,10.0,-1.6751,105.8917
2644,Lorediakarkar,lorediakarkar,Vanuatu,VUT,Critically endangered,10.0,-15.1967,167.0498
203,Madngele,madngele,Australia,AUS,Critically endangered,10.0,-13.3789,130.5395
214,Malak Malak,mulukomuluko,Australia,AUS,Critically endangered,10.0,-13.7713,130.6384
454,Manchu (Amur),manchú (Amur),China,CHN,Critically endangered,10.0,49.7666,127.5
453,Manchu (Nonni),manchú (Nonni),China,CHN,Critically endangered,10.0,48.0083,124.3542
884,Mandan,mandano,United States of America,USA,Critically endangered,10.0,47.5165,-102.2461
206,Marrisyefin,maridjabin,Australia,AUS,Critically endangered,10.0,-13.934,129.8254
1655,Massalat,massalat,Chad,TCD,Critically endangered,10.0,12.7635,20.5993
2144,Matanvat,matanvat,Vanuatu,VUT,Critically endangered,10.0,-15.8972,167.1947
627,Matipu,matipuhy,Brazil,BRA,Critically endangered,10.0,-12.2366,-53.1875
1674,Mawayana (Brazil),mawayana (Brasil),"Brazil, Suriname","BRA, SUR",Critically endangered,10.0,-0.9447,-58.2495
1326,Munsee (Canada),unamí (Canadá),Canada,CAN,Critically endangered,10.0,42.57,-81.879
2148,Naati,naati,Vanuatu,VUT,Critically endangered,10.0,-16.515,167.4645
223,Ngardi,engardi,Australia,AUS,Critically endangered,10.0,-20.6327,128.5839
110,Ngbinda,ngbinda,Democratic Republic of the Congo,ZAI,Critically endangered,10.0,4.6092,27.0812
1465,Northern Paiute (Idaho),payuté septentrional (Idaho),United States of America,USA,Critically endangered,10.0,43.0439,-112.4566
2604,Nusa Laut,nusa laut,Indonesia,IDN,Critically endangered,10.0,-3.6833,128.8
269,Oneida (Wisconsin),oneida (Wisconsin),United States of America,USA,Critically endangered,10.0,44.5158,-88.0075
270,Onondaga (New York),onondaga (Nueva York),United States of America,USA,Critically endangered,10.0,43.047,-76.1422
887,Osage,osague,United States of America,USA,Critically endangered,10.0,36.6683,-96.3316
1840,Parintintin,parintintin,Brazil,BRA,Critically endangered,10.0,-6.5773,-61.7871
892,Pawnee,paní,United States of America,USA,Critically endangered,10.0,36.3372,-96.8032
2698,Puari,puari,Papua New Guinea,PNG,Critically endangered,10.0,-2.8689,141.6577
231,Rembarrnga,rembarunga,Australia,AUS,Critically endangered,10.0,-13.3896,133.6706
2125,Sene,sene,Papua New Guinea,PNG,Critically endangered,10.0,-6.3753,147.7825
2155,Sowa,sowa,Vanuatu,VUT,Critically endangered,10.0,-15.8609,168.1842
2706,Susuami,susuami,Papua New Guinea,PNG,Critically endangered,10.0,-7.2044,146.5493
2707,Taap,wantoat,Papua New Guinea,PNG,Critically endangered,10.0,-6.146,146.3955
2153,Tape,tape,Vanuatu,VUT,Critically endangered,10.0,-16.0953,167.3094
416,Ter Saami,saamí de Ter,Russian Federation,RUS,Critically endangered,10.0,68.0638,38.7063
2041,Thao,thao,China,CHN,Critically endangered,10.0,23.8808,120.9206
819,Tule-Kaweah Yokuts,yokuts de Tule-Kaweah,United States of America,USA,Critically endangered,10.0,36.0269,-118.7213
502,Tundra Enets,éncico de la tundra,Russian Federation,RUS,Critically endangered,10.0,71.6973,83.5839
893,Wichita,quivira,United States of America,USA,Critically endangered,10.0,35.0647,-98.2788
1942,Xambioá,chamboa,Brazil,BRA,Critically endangered,10.0,-7.1717,-49.1583
1509,Yawalapiti,yawalapití,Brazil,BRA,Critically endangered,10.0,-12.1702,-53.3365
251,Yiiji,yiiji,Australia,AUS,Critically endangered,10.0,-15.8458,127.6281
995,Arára Shawãdáwa,catuquina,Brazil,BRA,Critically endangered,9.0,-8.581,-72.29
201,Kuuku Ya'u,kuuku-ya'u,Australia,AUS,Critically endangered,9.0,-12.0185,142.8112
221,Ngandi,engandi,Australia,AUS,Critically endangered,9.0,-13.6459,135.2087
217,Ngarluma,engarluma,Australia,AUS,Critically endangered,9.0,-21.1664,117.3339
668,Zaparo,záparo,"Ecuador, Peru","ECU, PER",Critically endangered,9.0,-2.2186,-76.5087
78,Ongota,birale,Ethiopia,ETH,Critically endangered,8.0,5.3207,37.2244
575,Ajuru,huayoró,Brazil,BRA,Severely endangered,8.0,-12.0178,-64.7534
2515,Araki,araki,Vanuatu,VUT,Critically endangered,8.0,-15.6322,166.9413
913,Ayapanec,ayapaneco,Mexico,MEX,Critically endangered,8.0,18.2241,-93.1108
1400,Busuu,busú,Cameroon,CMR,Critically endangered,8.0,6.8282,10.1087
583,Chamicuro,chamicuro,Peru,PER,Critically endangered,8.0,-5.5285,-75.5969
437,Dumi,dumí,Nepal,NPL,Critically endangered,8.0,27.3095,86.7521
195,Kayardild,gayardil,Australia,AUS,Critically endangered,8.0,-17.1197,139.4604
636,Munichi,muniche,Peru,PER,Critically endangered,8.0,-5.8182,-76.1846
132,N|uu,engukí,South Africa,ZAF,Critically endangered,8.0,-28.5169,21.4453
664,Xetá,xetá,Brazil,BRA,Critically endangered,8.0,-23.2867,-53.3935
805,Kiksht,kiksht,United States of America,USA,Critically endangered,7.0,44.2708,-121.2871
2114,Makolkol,makolkol,Papua New Guinea,PNG,Critically endangered,7.0,-4.8994,151.6827
567,Akuntsu,akuntsu,Brazil,BRA,Critically endangered,6.0,-13.1169,-61.018
1663,Anambé,anambé,Brazil,BRA,Critically endangered,6.0,-2.7674,-49.2297
2071,Arabana,arabana,Australia,AUS,Critically endangered,6.0,-28.6134,135.8349
844,Ipai,ipái,United States of America,USA,Critically endangered,6.0,32.9359,-116.868
369,Karaim (Western Ukraine),karaím (Ucrania occidental),Ukraine,UKR,Critically endangered,6.0,50.7538,25.3351
820,Kings River Yokuts,yokuts del río Kings,United States of America,USA,Critically endangered,6.0,36.9104,-118.9261
133,Korana,korana,South Africa,ZAF,Critically endangered,6.0,-26.9352,24.1254
204,Mangarrayi,mangarai,Australia,AUS,Critically endangered,6.0,-14.8067,133.8793
815,Northern Sierra Miwok,miwokano serrano septentrional,United States of America,USA,Critically endangered,6.0,38.4008,-120.5351
2655,Abaga,abaga,Papua New Guinea,PNG,Critically endangered,5.0,-6.1883,145.5976
163,"Aleut (Western, Commander Islands)","aleutiano (occidental, islas del Comandante)",Russian Federation,RUS,Critically endangered,5.0,55.171,166.094
2417,Aqaw Gelao,aqao,China,CHN,Critically endangered,5.0,28.7447,106.0714
2142,Aveteian,aveteian,Vanuatu,VUT,Critically endangered,5.0,-16.3985,167.4213
719,Central Selkup,selcupo central,Russian Federation,RUS,Critically endangered,5.0,59.8903,82.0129
1789,Cocama-Cocamilla (Brazil),cocama-cocamilla (Brasil),Brazil,BRA,Critically endangered,5.0,-1.8043,-66.5332
178,Dyirbal,chirbal,Australia,AUS,Critically endangered,5.0,-18.0205,145.4809
2077,Gamilaraay,kamilaroi,Australia,AUS,Critically endangered,5.0,-29.7929,149.7106
2722,Great andamanese,andamanés,India,IND,Critically endangered,5.0,12.2326,92.9031
600,Guató,guató,Brazil,BRA,Critically endangered,5.0,-17.644,-57.6562
152,Holikachuk,holikachuk,United States of America,USA,Critically endangered,5.0,64.2254,-155.3027
527,Iduh (Viet Nam),odu (Vitenam),Viet Nam,VNM,Critically endangered,5.0,19.4162,104.487
2200,Isarog Agta,agta de Isarog,Philippines,PHL,Critically endangered,5.0,13.6805,123.3805
606,Itonama,itonama,Bolivia (Plurinational State of),BOL,Critically endangered,5.0,-13.6246,-63.5668
609,Juma,yuma,Brazil,BRA,Critically endangered,5.0,-7.4496,-63.8195
960,Kalispel,kalispel,United States of America,USA,Critically endangered,5.0,48.2549,-117.2174
611,Kanoê,kanoé,Brazil,BRA,Critically endangered,5.0,-13.1222,-61.051
2549,Liki,sobei,Indonesia,IDN,Critically endangered,5.0,-1.6202,138.738
869,Luiseño,luiseño,United States of America,USA,Critically endangered,5.0,33.4622,-117.1269
793,Lushootseed,pugué,United States of America,USA,Critically endangered,5.0,47.6074,-122.5681
455,Manchurian Kirghiz,quirguís manchuriano,China,CHN,Critically endangered,5.0,47.8,124.2
2551,Mansim,borai,Indonesia,IDN,Critically endangered,5.0,-0.9008,134.0441
2146,Naman,naman,Vanuatu,VUT,Critically endangered,5.0,-16.1216,167.4337
2147,Nasarian,nasariano,Vanuatu,VUT,Critically endangered,5.0,-16.3517,167.4659
2149,Navwien,navwien,Vanuatu,VUT,Critically endangered,5.0,-16.469,167.4975
40,Ndai,ndai,Cameroon,CMR,Critically endangered,5.0,8.399,14.1641
218,Ngalakan,engalakán,Australia,AUS,Critically endangered,5.0,-14.5729,134.4946
2150,Nivat,nivat,Vanuatu,VUT,Critically endangered,5.0,-16.1302,167.3835
2151,Niviar,niviar,Vanuatu,VUT,Critically endangered,5.0,-16.1302,167.3945
2513,Olrat,olrat,Vanuatu,VUT,Critically endangered,5.0,-14.2796,167.4302
640,Oro Win,orovín,Brazil,BRA,Critically endangered,5.0,-11.6683,-65.1379
1958,Paunaca,paunaca,Bolivia (Plurinational State of),BOL,Critically endangered,5.0,-16.573,-61.4355
651,Resígaro,resígaro,Peru,PER,Critically endangered,5.0,-2.7674,-71.7187
2152,Sorsorian,sorsorian,Vanuatu,VUT,Critically endangered,5.0,-16.4709,167.6499
679,Southern Selkup,selcupo meridional,Russian Federation,RUS,Critically endangered,5.0,58.6626,85.8581
1359,Tuzantec,tuzanteco,Mexico,MEX,Critically endangered,5.0,15.1455,-92.4232
2154,Umbrul,Umbrul,Vanuatu,VUT,Critically endangered,5.0,,
2138,Vano,vano,Solomon Islands,SLB,Critically endangered,5.0,-11.6286,166.8383
249,Wunambal,wunambal,Australia,AUS,Critically endangered,5.0,-15.6124,125.0024
902,Yuchi,yuchi,United States of America,USA,Critically endangered,5.0,36.0009,-96.0988
2521,Bonerif,bonerif,Indonesia,IDN,Critically endangered,4.0,-2.1088,139.2352
802,Coeur d'Alene,cordaleno,United States of America,USA,Critically endangered,4.0,43.3433,-116.8873
2074,Dharawal,thurawal,Australia,AUS,Critically endangered,4.0,-34.7235,150.5786
2106,Guranalum,guramalumo,Papua New Guinea,PNG,Critically endangered,4.0,-4.3464,152.8417
2266,Lengilu,lengilu,Indonesia,IDN,Critically endangered,4.0,3.7327,115.8728
38,Njerep,ñerup,Cameroon,CMR,Critically endangered,4.0,6.4572,11.2884
2120,Ouma,ouma,Papua New Guinea,PNG,Critically endangered,4.0,-10.233,149.1
2072,Paakantyi,baagandji,Australia,AUS,Critically endangered,4.0,-31.5598,143.3935
2563,Saponi,saponi,Indonesia,IDN,Critically endangered,4.0,-2.4025,136.5037
2139,Tanema,tanema,Solomon Islands,SLB,Critically endangered,4.0,-11.6986,166.9111
658,Tehuelche,tehuelche,Argentina,ARG,Critically endangered,4.0,-51.5087,-70.3125
1462,Totoró,totoró,Colombia,COL,Critically endangered,4.0,2.504,-76.4016
235,Waanyi,waanyi,Australia,AUS,Critically endangered,4.0,-17.7486,138.2739
248,Worrorra,worora,Australia,AUS,Critically endangered,4.0,-16.4887,124.6289
1370,Awakatek (Mexico),aguacateco (México),Mexico,MEX,Critically endangered,3.0,19.3481,-90.7177
44,Baldemu,baldamu,Cameroon,CMR,Critically endangered,3.0,10.5742,14.5623
37,Bung,bung,Cameroon,CMR,Critically endangered,3.0,6.5718,11.8267
580,Canichana,canichana,Bolivia (Plurinational State of),BOL,Extinct,3.0,-14.5835,-64.9731
835,Central Pomo,pomo central,United States of America,USA,Critically endangered,3.0,38.9704,-123.6893
816,Central Sierra Miwok,miwokano serrano central,United States of America,USA,Critically endangered,3.0,37.962,-120.2384
1470,Chemehuevi,chemehuevi,United States of America,USA,Critically endangered,3.0,34.0138,-114.2146
789,Kiowa Apache,apache de Kiowa,United States of America,USA,Critically endangered,3.0,35.1018,-98.6033
812,Konkow,maidú noroccidental,United States of America,USA,Critically endangered,3.0,39.467,-121.5155
814,Lake Miwok,miwokano del lago,United States of America,USA,Critically endangered,3.0,38.6426,-122.3849
1643,Mabiri,mabiri,Chad,TCD,Critically endangered,3.0,12.1682,18.7275
1463,Mescalero-Chiricahua Apache (Oklahoma),apache mescalero-chiricahua (Oklahoma),United States of America,USA,Critically endangered,3.0,34.8986,-98.3589
834,Northern Pomo,pomo septentrional,United States of America,USA,Critically endangered,3.0,39.4143,-123.3502
1623,Sabanê,sabanês,Brazil,BRA,Critically endangered,3.0,-12.5277,-59.6859
836,Southern Pomo,pomo meridional,United States of America,USA,Critically endangered,3.0,38.7048,-122.8971
817,Southern Sierra Miwok,miwokano serrano meridional,United States of America,USA,Critically endangered,3.0,37.6148,-119.789
865,Tubatulabal,tubatulabal,United States of America,USA,Critically endangered,3.0,35.6444,-118.5183
279,Tuscarora (United States of America),tuscarora (Estados Unidos),United States of America,USA,Critically endangered,3.0,43.0877,-79.0627
2157,Ura,ura,Vanuatu,VUT,Critically endangered,3.0,-18.654,169.074
729,Andoa (Peru),andoa (Perú),Peru,PER,Critically endangered,2.0,-2.6796,-76.2011
571,Arikapu,arikapú,Brazil,BRA,Critically endangered,2.0,-12.0527,-64.7259
1708,Aurê-Aurá,aurá,Brazil,BRA,Critically endangered,2.0,-2.9649,-46.2084
287,Baré (Brazil),baré (Brasil),Brazil,BRA,Critically endangered,2.0,0.4394,-68.2031
582,Cayuvava,cayubaba,Bolivia (Plurinational State of),BOL,Critically endangered,2.0,-12.7903,-65.3247
179,Gajerrong,gadjerawang,Australia,AUS,Critically endangered,2.0,-15.222,128.6059
181,Ganggalidda,ganggalida,Australia,AUS,Critically endangered,2.0,-17.1001,138.3618
1615,Guarasu,guarasú,Brazil,BRA,Critically endangered,2.0,-13.4724,-61.0427
792,Klallam,clallam,United States of America,USA,Critically endangered,2.0,47.8475,-122.585
1619,Kujubim,kuyubí,Brazil,BRA,Critically endangered,2.0,-11.9963,-64.7534
198,Kunjen,kunjen,Australia,AUS,Critically endangered,2.0,-16.1316,142.207
1672,Kuruáya,kuruáya,Brazil,BRA,Critically endangered,2.0,-5.0033,-53.9208
2508,Lemerig,lemerig,Vanuatu,VUT,Critically endangered,2.0,-13.7473,167.4096
26,Luri,lurí,Nigeria,NGA,Critically endangered,2.0,9.9255,9.5965
811,Maidu,maidú nororiental,United States of America,USA,Critically endangered,2.0,40.4134,-120.6738
1535,Oneida (New York),oneida (Nueva York),United States of America,USA,Critically endangered,2.0,43.0778,-75.6622
2069,Poyanawa,poyanáwa,Brazil,BRA,Critically endangered,2.0,-7.6238,-73.2568
649,Puruborá,puruborá,Brazil,BRA,Critically endangered,2.0,-12.3292,-64.2919
652,Salamãy,mondé,Brazil,BRA,Critically endangered,2.0,-8.7602,-63.9074
1389,Sambe,sambe,Nigeria,NGA,Critically endangered,2.0,8.6027,8.3825
801,Spokane,espokane,United States of America,USA,Critically endangered,2.0,47.9286,-118.0165
173,Tharkarri,dalanchi,Australia,AUS,Critically endangered,2.0,-24.148,114.6533
728,Vacacocha,abishira,Peru,PER,Critically endangered,2.0,-2.0869,-74.5092
239,Wangaaybuwan,vangaybuván,Australia,AUS,Critically endangered,2.0,-31.1093,144.9975
1704,Xipáya,xipaya,Brazil,BRA,Critically endangered,2.0,-4.3902,-53.9648
1507,Apiaká,apiaká,Brazil,BRA,Critically endangered,1.0,-11.1519,-57.3113
1398,Bikya,bikya,Cameroon,CMR,Critically endangered,1.0,6.8309,10.0277
1399,Bishuo,bishuo,Cameroon,CMR,Critically endangered,1.0,6.9032,10.0991
2060,Chaná,chaná,Argentina,ARG,Critically endangered,1.0,-31.8402,-60.5786
2280,Dampel,dampal,Indonesia,IDN,Critically endangered,1.0,0.7923,120.2494
595,Diahói,diahói,Brazil,BRA,Critically endangered,1.0,-7.9939,-62.1936
1776,Kaixána,kaixana,Brazil,BRA,Critically endangered,1.0,-2.0649,-67.4121
2112,Lae,lae,Papua New Guinea,PNG,Extinct,1.0,-6.6318,147.181
2113,Laua,laua,Papua New Guinea,PNG,Critically endangered,1.0,-10.1824,149.2053
810,Patwin,patwin,United States of America,USA,Critically endangered,1.0,38.7608,-122.0354
2047,Pazeh,pazeh,China,CHN,Critically endangered,1.0,24.2469,120.7727
1966,Pémono,pémono,Venezuela (Bolivarian Republic of),VEN,Critically endangered,1.0,5.6487,-65.8081
657,Taushiro,tausiro,Peru,PER,Critically endangered,1.0,-3.2502,-75.8935
314,Tinigua,tinigua,Colombia,COL,Critically endangered,1.0,2.3833,-73.6413
779,Tolowa,tolowa,United States of America,USA,Critically endangered,1.0,41.9566,-124.1915
661,Uru,uru,Bolivia (Plurinational State of),BOL,Extinct,1.0,-16.5519,-68.6645
2507,Volow,volow,Vanuatu,VUT,Critically endangered,1.0,-13.6433,167.7159
809,Wintu-Nomlaki,wintu,United States of America,USA,Critically endangered,1.0,39.8637,-122.0822
665,Yahgan,yámana,Chile,CHL,Critically endangered,1.0,-55.0028,-67.4615
2711,Yarawi,suena,Papua New Guinea,PNG,Critically endangered,1.0,-7.9001,147.6411
1444,!Gan!ne,!gan!ne,South Africa,ZAF,Extinct,0.0,-31.3911,26.6748
116,Aasax,aasáx,United Republic of Tanzania,TZA,Extinct,0.0,-5.1948,37.738
429,Ahom,ahom,India,IND,Extinct,0.0,26.5393,92.5378
486,Ainu (Kuril),ainú (Islas Kuriles),Russian Federation,RUS,Extinct,0.0,46.8882,152.0068
494,Ainu (Sakhalin),ainú (Sajalín),Russian Federation,RUS,Extinct,0.0,47.3983,142.2949
329,Akkala Saami,saamí de Akkala / lapón de Akkala,Russian Federation,RUS,Extinct,0.0,67.5809,31.668
1342,Alderney French,francés de Alderney,United Kingdom of Great Britain and Northern Ireland,GBR,Extinct,0.0,49.7098,-2.2075
1658,Amanayé,amanayé,Brazil,BRA,Extinct,0.0,-3.7327,-49.1088
756,Andoa (Ecuador),andoa (Ecuador),Ecuador,ECU,Extinct,0.0,-2.3341,-76.5016
513,Andro,andro,India,IND,Extinct,0.0,24.8415,94.0539
838,Antoniano,antoniano,United States of America,USA,Extinct,0.0,35.9717,-121.1757
2141,Aore,aore,Vanuatu,VUT,Extinct,0.0,-15.5767,167.1638
569,Apolista,apolista,Bolivia (Plurinational State of),BOL,Extinct,0.0,-14.4027,-68.6206
1454,Arapaho (Oklahoma),arapaho (Oklahoma),United States of America,USA,Extinct,0.0,35.602,-97.9712
1629,Arapáso,arapaso,Brazil,BRA,Extinct,0.0,0.0,-66.0
2658,Aribwatsa,aribuacha,Papua New Guinea,PNG,Extinct,0.0,-6.6523,147.2291
1611,Arin,,Russian Federation,RUS,Extinct,0.0,56.2982,91.7468
465,Arman,arman,Russian Federation,RUS,Extinct,0.0,59.6732,150.1391
2170,Arta,arta,Philippines,PHL,Extinct,0.0,16.4225,121.7042
573,Atacameño,kunza,"Argentina, Bolivia (Plurinational State of), Chile","ARG, BOL, CHL",Extinct,0.0,-22.7559,-68.247
830,Atsugewi,atsugewi,United States of America,USA,Extinct,0.0,40.8824,-122.6661
2042,Babuza,babuza,China,CHN,Extinct,0.0,24.01,120.623
170,Badala,badala,Australia,AUS,Critically endangered,0.0,-25.285,153.1054
12,Baga Kalem,baga kalem,Guinea,GIN,Extinct,0.0,10.4013,-14.3151
9,Baga Mboteni,baga emboteni,Guinea,GIN,Critically endangered,0.0,10.7415,-14.5513
855,Barbareño,barbareño,United States of America,USA,Extinct,0.0,34.4227,-119.7039
2205,Barzani Jewish Neo-Aramaic (Iraq),neo-arameo judío barzani (Iraq),Iraq,IRQ,Extinct,0.0,36.2619,43.9892
2048,Basay,basay,China,CHN,Extinct,0.0,25.1378,121.6543
1692,Baygo,baygo,Sudan,SDN,Extinct,0.0,11.7436,24.6423
1653,Berakou,babalia,Chad,TCD,Extinct,0.0,12.8492,15.032
1695,Berti,berti,Sudan,SDN,Extinct,0.0,14.6898,25.9524
2661,Bina,bina,Papua New Guinea,PNG,Extinct,0.0,-10.2365,149.6063
53,Birgid,birked,Sudan,SDN,Extinct,0.0,14.8598,25.0103
17,Boro,karaboro,"Ethiopia, Togo","ETH, TGO",Extinct,0.0,8.6244,0.6262
1894,Cacaopera,cacaopera,Nicaragua,NIC,Extinct,0.0,13.4109,-87.8741
135,Cape Khoekhoe,nama,South Africa,ZAF,Extinct,0.0,-34.4522,19.7314
1338,Cappadocian Greek (Turkey),griego capadocio (Turquía),Turkey,TUR,Extinct,0.0,38.048,32.6953
890,Catawba,catauba,United States of America,USA,Extinct,0.0,34.9361,-81.0272
255,Cayuga (Oklahoma),cayuga (Oklahoma),United States of America,USA,Extinct,0.0,36.6302,-94.6441
881,Cayuse,cayuse,United States of America,USA,Extinct,0.0,44.9647,-118.5424
808,Central Kalapuyan,kalapuya central,United States of America,USA,Extinct,0.0,43.8,-123.06
519,Chairel,,India,IND,Extinct,0.0,24.976,94.2407
587,Cholon,cholón,Peru,PER,Extinct,0.0,-8.8633,-76.1791
8,Coptic,copto,Egypt,EGY,Extinct,0.0,26.8915,29.0959
798,Cowlitz,cowlitz,United States of America,USA,Extinct,0.0,46.132,-122.8642
594,Culle,culle,Peru,PER,Extinct,0.0,-8.1951,-78.294
1609,Cuman,,Hungary,HUN,Extinct,0.0,46.5815,19.6765
868,Cupeño,cupeño,United States of America,USA,Extinct,0.0,33.364,-117.0756
345,Dalmatian,dálmata,Croatia,HRV,Extinct,0.0,45.0599,14.5719
129,Deti,cuengo deti,Botswana,BWA,Extinct,0.0,-20.9614,24.461
2073,Dharug,iyora,Australia,AUS,Critically endangered,0.0,-34.0344,150.9301
2075,Dhurga,dhurga,Australia,AUS,Critically endangered,0.0,-35.4964,150.249
2201,Dicamay Agta,agta de Dicamay,Philippines,PHL,Extinct,0.0,16.6998,122.0167
1904,Dorasque,Dorasque,Panama,PAN,Extinct,0.0,,
2629,Dororo,dororo,Solomon Islands,SLB,Extinct,0.0,-8.2169,157.3901
41,Duli,duli,Cameroon,CMR,Extinct,0.0,9.3813,13.5708
177,Dungidjau,dungidjau,Australia,AUS,Extinct,0.0,-26.5885,152.2705
438,Dura,dura,Nepal,NPL,Extinct,0.0,28.2898,84.4519
259,Eastern Abenaki,abenakí oriental,United States of America,USA,Extinct,0.0,44.9423,-68.7328
470,Eastern Kamchadal,,Russian Federation,RUS,Extinct,0.0,56.511,161.0156
833,Eastern Pomo,pomo oriental,United States of America,USA,Extinct,0.0,39.0461,-122.9211
782,Eel River Athabaskan,wailaki,United States of America,USA,Extinct,0.0,40.188,-123.6477
56,Eliri,nding,Sudan,SDN,Severely endangered,0.0,4.5706,30.858
92,Elmolo,emolo,Kenya,KEN,Extinct,0.0,2.7212,36.7326
1321,Eotile,beti,Côte d'Ivoire,CIV,Extinct,0.0,5.2495,-3.3233
150,Eyak,eyak / eyaco,United States of America,USA,Extinct,0.0,60.2165,-143.3935
180,Gaagudju,gagadú,Australia,AUS,Extinct,0.0,-12.2755,132.6379
89,Gafat,gafat,Ethiopia,ETH,Extinct,0.0,10.6768,35.8264
1893,Garífuna (Nicaragua),garífuna (Nicaragua),Nicaragua,NIC,Critically endangered,0.0,12.5666,-83.7166
1687,Ge'ez,gueez,Ethiopia,ETH,Extinct,0.0,8.9936,38.7597
2671,Getmata,getmata,Papua New Guinea,PNG,Extinct,0.0,-5.8346,149.0405
42,Gey,gueve,Cameroon,CMR,Extinct,0.0,9.384,13.5296
358,Gothic,,Ukraine,UKR,Extinct,0.0,44.653,33.8598
4,Guanche,,Spain,ESP,Extinct,0.0,27.9264,-15.6774
68,Gule,gule,Sudan,SDN,Extinct,0.0,10.0986,34.1235
