id,name_in_english,name_in_spanish,countries,country_code,degree_of_endangerment,number_of_speakers,latitude,longitude
1670,Dungan,dungano,"Kazakhstan, Kyrgyzstan","KAZ, KGZ",Definitely endangered,41000.0,42.4518,78.4643
1143,Kheza,khezha,India,IND,Vulnerable,41000.0,25.6811,94.367
1304,Jola-Kassa,kasa,Senegal,SEN,Vulnerable,40850.0,13.1089,-15.8999
1447,Satār,satar,Nepal,NPL,Vulnerable,40260.0,26.5541,87.918
1927,Guaraní Boliviano,guaraní boliviano,"Argentina, Bolivia (Plurinational State of)","ARG, BOL",Vulnerable,40000.0,-20.1694,-63.8525
1208,Gutob,gutob,India,IND,Vulnerable,40000.0,18.7086,83.5839
1247,Kheng,kheng,Bhutan,BTN,Vulnerable,40000.0,27.0786,91.0272
70,Laro,laro,Sudan,SDN,Definitely endangered,40000.0,10.7685,29.902
986,Minyong,minyong,India,IND,Vulnerable,40000.0,28.2632,95.0537
1137,Mru,mru,Myanmar,MMR,Severely endangered,40000.0,21.7748,92.2741
149,Patani Malay,patani,Thailand,THA,Vulnerable,40000.0,6.6482,100.0387
998,"Quechua of Cajatambo, Pasco and northern Junín","quechua de Cajatambo, de Paso y de Junín septentrional.",Peru,PER,Severely endangered,40000.0,-10.6147,-76.506
1275,Quichua (Napo),quichua (Napo),Ecuador,ECU,Definitely endangered,40000.0,-0.6371,-77.1459
1104,Tangsa,tangsa,India,IND,Vulnerable,40000.0,27.4059,96.427
2210,Tetserret,tetserret,Niger,NER,Severely endangered,40000.0,15.4907,6.2072
734,Awajun,aguaruna,Peru,PER,Vulnerable,39000.0,-4.3464,-77.8271
1134,Khiamngan,khiamngan,India,IND,Vulnerable,38000.0,26.0518,95.1031
1717,Ngile,taloca,Sudan,SDN,Severely endangered,38000.0,10.7901,29.8635
2235,Phunoi,phunoi,Lao People's Democratic Republic,LAO,Vulnerable,37311.0,21.6833,102.1
905,Lower Mixe,mixé bajo,Mexico,MEX,Vulnerable,37000.0,16.9616,-95.093
1151,Maram,maram,India,IND,Vulnerable,37000.0,25.185,93.9715
427,Western Mari,marí occidental,Russian Federation,RUS,Severely endangered,36822.0,56.3317,46.5545
1082,Chepang,chepang,Nepal,NPL,Vulnerable,36807.0,27.7552,84.8144
1356,Chontal Tabasco,chontal de Tabasco,Mexico,MEX,Severely endangered,36514.0,17.7607,-92.5936
2414,Muji,muyi,China,CHN,Definitely endangered,36500.0,23.6,102.7333
1778,Akatek (Guatemala),canjobalés occidental (Guatemala),Guatemala,GTM,Vulnerable,35763.0,15.5724,-91.4218
1491,Huichol,huichol,Mexico,MEX,Vulnerable,35724.0,22.65,-103.5833
406,Romansh,romanche,Switzerland,CHE,Definitely endangered,35095.0,46.5777,9.6954
938,Apatani,apatani,India,IND,Vulnerable,35000.0,27.5228,93.8177
988,Galo,adi-galo,India,IND,Vulnerable,35000.0,28.1688,94.7433
1218,Korwa,korwa,India,IND,Vulnerable,35000.0,22.4922,84.1552
759,Shuar chicham,shuar chicham,Ecuador,ECU,Definitely endangered,35000.0,-2.8826,-78.0303
742,Ticuna,ticuna,"Brazil, Colombia, Peru","BRA, COL, PER",Definitely endangered,35000.0,-4.3464,-70.0048
999,Wanka Quechua,quechua de Huanca,Peru,PER,Severely endangered,35000.0,-12.136,-75.2453
296,Sikuani,guahibo,"Colombia, Venezuela (Bolivarian Republic of)","COL, VEN",Vulnerable,34614.0,3.4256,-68.8183
1800,Jakaltek (Guatemala),jacalteko (Guatemala),Guatemala,GTM,Definitely endangered,34038.0,15.6685,-91.7111
1147,Liangmai,liangmai,India,IND,Vulnerable,34000.0,25.2794,93.6694
1150,Zeme,zeme,India,IND,Vulnerable,34000.0,25.5027,93.5595
1277,Highland Mazatec,mazateco de la sierra,Mexico,MEX,Vulnerable,33859.0,18.1307,-96.8436
1116,Thangmi,thangmi,Nepal,NPL,Definitely endangered,33500.0,27.6969,86.0057
1106,Nocte,nocte,India,IND,Vulnerable,33000.0,27.1618,95.7952
1490,Mayo,mayo,Mexico,MEX,Critically endangered,32869.0,26.9114,-109.6271
2309,Lauje,lauje,Indonesia,IDN,Vulnerable,32000.0,-0.4531,119.9816
431,Danuwar,danvar,Nepal,NPL,Severely endangered,31849.0,26.9661,86.3223
1561,Sirmaudi,sirmauri,India,IND,Critically endangered,31144.0,30.9823,77.1569
1077,Abaza,abaza,"Russian Federation, Turkey","RUS, TUR",Definitely endangered,31000.0,44.1556,41.9368
1171,Koch,koch,India,IND,Definitely endangered,31000.0,25.7603,90.3955
2030,Amis,ami,China,CHN,Vulnerable,30000.0,23.4456,121.4483
2525,Biak,biaco,Indonesia,IDN,Vulnerable,30000.0,-0.3076,131.2207
1245,Bumthang,kebumtamp,Bhutan,BTN,Vulnerable,30000.0,27.492,90.7159
1350,Burgenland Croatian,serbocroata de Burgenland,"Austria, Hungary, Slovakia","AUT, HUN, SVK",Definitely endangered,30000.0,47.8435,16.5179
1768,Dzhidi,dzhidi,Iran (Islamic Republic of),IRN,Definitely endangered,30000.0,33.5139,48.0102
2451,Judeo-Berber (Israel),judeo-bereber (Israel),Israel,ISR,Severely endangered,30000.0,31.6767,34.5684
1120,Kham,jamí,Nepal,NPL,Definitely endangered,30000.0,28.4321,82.9635
565,Ladin,ladino,Italy,ITA,Definitely endangered,30000.0,46.5531,11.8597
440,Lepcha,lepcha,"Bhutan, India, Nepal","BTN, IND, NPL",Definitely endangered,30000.0,27.1153,88.4687
2427,Maonan,maonan,China,CHN,Vulnerable,30000.0,24.8341,107.577
2221,"Mok (Myanmar, Thailand)","mok (Myanmar, Tailandia)","Myanmar, Thailand","MMR, THA",Definitely endangered,30000.0,21.7333,99.7666
1715,Moro,moro,Sudan,SDN,Definitely endangered,30000.0,10.8872,30.1904
2425,Mulam,mulamo,China,CHN,Vulnerable,30000.0,24.6341,108.2895
393,North Saami,saamí septentrional,"Finland, Norway, Russian Federation, Sweden","FIN, NOR, RUS, SWE",Definitely endangered,30000.0,68.9099,22.9394
1012,Quechua of Cajamarca,quechua de Cajamarca,Peru,PER,Severely endangered,30000.0,-7.1772,-78.673
1276,Quichua (Pastaza),quichua (Pastaza),Ecuador,ECU,Definitely endangered,30000.0,-1.7575,-76.8603
1378,Rushani,rusaní,"Tajikistan, Afghanistan","TJK, AFG",Definitely endangered,30000.0,37.8705,71.5979
979,Tagin,tagin,India,IND,Vulnerable,30000.0,28.038,94.2022
2321,Tialo,tomini,Indonesia,IDN,Vulnerable,30000.0,0.4888,120.8935
2181,Tidikelt,tidikelt,Algeria,DZA,Critically endangered,30000.0,26.8828,2.5488
659,Toba,toba,Argentina,ARG,Definitely endangered,30000.0,-25.958,-59.0625
503,Tundra Nenets,néncico de la tundra,Russian Federation,RUS,Definitely endangered,30000.0,67.5001,67.7856
421,Vojvodina Rusyn,rutenio de Voivodina,"Croatia, Serbia","HRV, SRB",Definitely endangered,30000.0,45.6351,19.1903
2408,Wuse,wusehuá,China,CHN,Vulnerable,30000.0,24.878,109.1053
1035,Agul,agul,Russian Federation,RUS,Definitely endangered,29399.0,41.7518,47.6875
1036,Rutul,rutul,"Azerbaijan, Russian Federation","AZE, RUS",Definitely endangered,29383.0,41.5332,47.3181
1844,Bateri,bateri,Pakistan,PAK,Definitely endangered,29000.0,34.9073,72.8675
1146,Mzieme,mzieme,India,IND,Vulnerable,29000.0,25.6019,93.8891
1112,Ghale,ghale,Nepal,NPL,Vulnerable,28989.0,28.2501,84.718
907,Sierra Popoluca,popoluca de Sierra,Mexico,MEX,Vulnerable,28700.0,18.245,-94.76
1446,Kurux (Nepal),kuruj (Nepal),Nepal,NPL,Vulnerable,28615.0,26.6032,87.2259
1170,Deori,deori,India,IND,Definitely endangered,28000.0,27.1911,94.1528
1279,Soyaltepec Mazatec,mazateco de Soyaltepec,Mexico,MEX,Vulnerable,27524.0,18.2499,-96.3995
941,Western Mazahua,mazahua occidental,Mexico,MEX,Definitely endangered,27037.0,19.4372,-100.3552
1430,Sibe,xibo,China,CHN,Severely endangered,27000.0,43.6599,81.3427
1505,Isthmus Náhuatl,nahua del istmo,Mexico,MEX,Vulnerable,26632.0,18.2209,-94.8382
1105,Sunwar,sunwar,Nepal,NPL,Vulnerable,26611.0,27.3485,86.2337
1302,Mancagne,mancaña,Senegal,SEN,Vulnerable,26450.0,12.7743,-15.6967
1576,Gadaba,gadaba,India,IND,Critically endangered,26262.0,18.3858,82.7819
1513,Banat Bulgarian,búlgaro del Bánato,"Romania, Serbia","ROU, SRB",Definitely endangered,25000.0,45.4832,20.9069
1351,Csángó Hungarian,csángó,Romania,ROU,Severely endangered,25000.0,46.7925,27.1911
1215,Koda,koda,India,IND,Vulnerable,25000.0,22.1263,87.0776
1423,Minhe Monguor,monguor de Minhe,China,CHN,Definitely endangered,25000.0,36.4919,102.6452
1862,Miskito (Honduras),misquito (Honduras),Honduras,HND,Vulnerable,25000.0,15.3393,-84.6034
396,Olonetsian,olonetsiano,"Finland, Russian Federation","FIN, RUS",Definitely endangered,25000.0,61.1273,32.8765
1006,Saek,saek,"Lao People's Democratic Republic, Thailand","LAO, THA",Definitely endangered,25000.0,19.3166,104.7833
885,Sioux,dacota / siu,United States of America,USA,Vulnerable,25000.0,43.0588,-102.5244
699,Tamazight (Beni Iznassen),tamazight (Beni Iznassen),Morocco,MAR,Definitely endangered,25000.0,34.7506,-2.1917
1061,Tsakhur,tsajur,"Azerbaijan, Russian Federation","AZE, RUS",Definitely endangered,25000.0,41.6523,46.9775
1964,Warao,warao,"Guyana, Venezuela (Bolivarian Republic of)","GUY, VEN",Definitely endangered,25000.0,8.6027,-61.3806
1169,Majhi,bote-majhi,Nepal,NPL,Severely endangered,24664.0,27.9208,83.5082
1501,Jone,choni,China,CHN,Definitely endangered,24000.0,34.5947,103.5653
1037,Andi,andi,Russian Federation,RUS,Definitely endangered,23729.0,42.7308,46.2963
599,Guambiano,guambiano,Colombia,COL,Definitely endangered,23462.0,2.6138,-76.3906
1164,Anal,anal,India,IND,Vulnerable,23000.0,24.1517,93.9385
1802,Hawrami,hawrami,"Iran (Islamic Republic of), Iraq","IRN, IRQ",Definitely endangered,23000.0,35.4259,46.2551
1203,Juang,yuango,India,IND,Definitely endangered,23000.0,21.0742,85.6164
1173,Tiwa,tigua,India,IND,Definitely endangered,23000.0,25.7801,92.5927
1901,Embera (Panama),embera (Panamá),Panama,PAN,Vulnerable,22485.0,8.1179,-77.7429
1306,Ediamat,eyamat,Guinea-Bissau,GNB,Vulnerable,22025.0,12.2621,-16.5289
1178,Mara,chin mara,India,IND,Definitely endangered,22000.0,23.5237,92.9003
1157,Maring,naga maring,India,IND,Vulnerable,22000.0,24.6769,94.3835
1386,Polci cluster,polci,Nigeria,NGA,Definitely endangered,22000.0,9.9742,9.3328
1461,Sarikoli,sarikoli,China,CHN,Definitely endangered,22000.0,37.9463,75.1272
63,Krongo,crongo,Sudan,SDN,Definitely endangered,21688.0,10.585,29.8883
1779,Ashtiani,astianí,Iran (Islamic Republic of),IRN,Definitely endangered,21000.0,34.4861,51.0562
1799,Khunsari,junsarí,Iran (Islamic Republic of),IRN,Definitely endangered,21000.0,32.8795,51.6796
2300,Semnani,semnani,Iran (Islamic Republic of),IRN,Definitely endangered,21000.0,34.8679,53.4924
277,Plains Cree,clisteno de las llanuras,Canada,CAN,Vulnerable,20933.0,56.3544,-113.8345
1273,Higher Reservoir Mazatec,mazateco de la presa alto,Mexico,MEX,Vulnerable,20665.0,18.158,-96.7045
1280,Chilchotla Mazatec,mazateco de Chilchotla,Mexico,MEX,Vulnerable,20585.0,18.2934,-96.7029
955,"Zapotec of the Valleys, middle northwest",zapoteco del valle medio noroccidental,Mexico,MEX,Definitely endangered,20448.0,17.05,-96.6333
2443,Aluo,laka,China,CHN,Definitely endangered,20000.0,25.9368,102.1839
978,Bangni,bangni,India,IND,Vulnerable,20000.0,28.0331,93.0651
1990,Bru,bru,Thailand,THA,Definitely endangered,20000.0,15.3174,105.4938
1252,Cho-ca-nga-ca-kha,chocangacakha,Bhutan,BTN,Definitely endangered,20000.0,27.4107,91.2277
1448,Crimean Tatar (Dobruja),tártaro crimeano (Dobruja),"Bulgaria, Romania","BGR, ROU",Severely endangered,20000.0,43.9414,28.3062
436,Dhimal,dhimal,Nepal,NPL,Severely endangered,20000.0,26.6192,87.4635
1614,Griko (Salento),griko salentino,Italy,ITA,Severely endangered,20000.0,40.1578,18.2208
1878,Kaiowá Guarani,guaraní kaiowá,Brazil,BRA,Vulnerable,20000.0,-21.5812,-55.0759
327,Karelian (Karelia),carelio (Carelia),"Finland, Russian Federation","FIN, RUS",Definitely endangered,20000.0,63.0474,33.4616
1152,Khoirao,khoirao,India,IND,Vulnerable,20000.0,25.2198,94.1583
1185,Manchad,lahuli de Chamba,India,IND,Vulnerable,20000.0,32.6578,77.5415
1337,Mariupolitan Greek,mauropoliano,Ukraine,UKR,Severely endangered,20000.0,47.1364,37.5444
985,Padam,padam,India,IND,Vulnerable,20000.0,28.2463,95.3668
1965,Pemon (Venezuela),pemón (Venezuela),"Guyana, Venezuela (Bolivarian Republic of)","GUY, VEN",Vulnerable,20000.0,5.1347,-61.853
1995,Tacenwit,tacenwit,Algeria,DZA,Vulnerable,20000.0,36.5703,2.2892
1502,Tangwang,tangwang,China,CHN,Definitely endangered,20000.0,35.7643,102.8979
2090,Western Neo-Aramaic,neo-arameo sirio,Syrian Arab Republic,SYR,Definitely endangered,20000.0,33.8339,36.5405
1438,Yaghnobi,yagnobí,Tajikistan,TJK,Definitely endangered,20000.0,38.5632,68.4475
2224,Yaw,yos,Myanmar,MMR,Definitely endangered,20000.0,21.6,94.8333
1405,Yeyi,yeyi,Botswana,BWA,Definitely endangered,20000.0,-19.4562,23.2031
1680,Boro,boro,,,Definitely endangered,19878.0,10.3581,35.0024
384,Sorbian,sorbio,Germany,DEU,Definitely endangered,19500.0,51.5001,14.4744
1187,Biete,biete,India,IND,Definitely endangered,19000.0,25.6514,93.2409
1189,Hrangkhol,rancol,India,IND,Vulnerable,19000.0,24.1467,92.3071
1959,Terena,tereno,Brazil,BRA,Severely endangered,19000.0,-20.2841,-55.4638
1595,Kati,katí,"Pakistan, Afghanistan","PAK, AFG",Definitely endangered,18700.0,35.3845,71.3177
1092,Kulung,kulungo,Nepal,NPL,Vulnerable,18686.0,27.518,86.9375
617,Kaingang,kaingán,Brazil,BRA,Definitely endangered,18500.0,-28.1495,-52.4707
1278,Lowland Mazatec,mazateco del este bajo,Mexico,MEX,Vulnerable,18389.0,18.0801,-96.5236
1797,Vafsi,vafsí,Iran (Islamic Republic of),IRN,Definitely endangered,18000.0,34.0867,49.8861
1310,Bassari,basarí,Senegal,SEN,Vulnerable,17910.0,12.4419,-12.6617
1307,Bayot,bayot,Senegal,SEN,Vulnerable,17150.0,12.4218,-16.4149
1142,Pochuri,pochuri,India,IND,Vulnerable,17000.0,25.6712,94.779
1712,Tamahaq (Libya),tamahaq (Libia),Libyan Arab Jamahiriya,LBY,Definitely endangered,17000.0,24.9611,10.1733
276,Swampy Cree,clisteno occidental,Canada,CAN,Vulnerable,16685.0,53.9849,-97.7626
1583,Koraga,koraga,India,IND,Critically endangered,16665.0,11.6952,75.6738
1684,Oyda,oyda,Ethiopia,ETH,Vulnerable,16597.0,5.9438,36.6503
1560,Pangvali,paharí pangwalí,India,IND,Critically endangered,16285.0,33.4589,76.9152
654,Shipibo-Conibo,shipibo-conibo,Peru,PER,Definitely endangered,16085.0,-8.4289,-74.6411
109,Amba,amba,Uganda,UGA,Vulnerable,16000.0,0.6737,30.198
1051,Tsez,dido,Russian Federation,RUS,Definitely endangered,15356.0,42.2376,45.8734
1425,Bonan,bonan,China,CHN,Definitely endangered,15000.0,36.089,102.843
2246,Chrau,gro,Viet Nam,VNM,Definitely endangered,15000.0,10.5634,107.1496
1773,Dari,darí,Iran (Islamic Republic of),IRN,Definitely endangered,15000.0,31.8402,54.1625
1250,Dzala,dzalakha,Bhutan,BTN,Vulnerable,15000.0,27.7078,91.3623
2432,Ersu,ersu,China,CHN,Definitely endangered,15000.0,28.7778,102.1277
1180,Gangte,gangte,India,IND,Definitely endangered,15000.0,24.1968,93.587
24,Gurdu-Mbaaru,guruntum,Nigeria,NGA,Severely endangered,15000.0,9.7415,10.4534
1145,Ha-lung Tibetan,halung tibetano,Nepal,NPL,Definitely endangered,15000.0,27.6831,87.8256
2445,Hlersu,sansu,China,CHN,Vulnerable,15000.0,24.3789,102.046
2254,Juk,juk,Lao People's Democratic Republic,LAO,Definitely endangered,15000.0,15.3333,106.85
1681,Kwama,kwama,Ethiopia,ETH,Vulnerable,15000.0,9.5465,34.2059
2434,Laemae,lama,China,CHN,Severely endangered,15000.0,26.4179,98.7758
539,Lavua,lavüa,Thailand,THA,Definitely endangered,15000.0,18.4483,98.1848
648,Macushi (Brazil),macusí (Brasil),Brazil,BRA,Vulnerable,15000.0,3.7765,-61.1279
1361,Nahali,nahalí,India,IND,Definitely endangered,15000.0,21.4735,74.0258
2448,Naluo,naluo,China,CHN,Vulnerable,15000.0,26.5895,100.8506
2401,Nyoe,nyoe,Thailand,THA,Definitely endangered,15000.0,14.9102,104.6049
1524,O'odham (Akimel),papago (Akimel),United States of America,USA,Definitely endangered,15000.0,33.059,-112.0479
871,O'odham (Tohono),papago (Tohono),United States of America,USA,Definitely endangered,15000.0,31.9186,-111.8798
2031,Paiwan,paiwan,China,CHN,Vulnerable,15000.0,22.4313,120.7809
2428,Rao,rao,China,CHN,Definitely endangered,15000.0,25.871,107.0476
2294,Semai,semái,Malaysia,MYS,Severely endangered,15000.0,4.3039,101.445
1719,Shatt,shatt,Sudan,SDN,Severely endangered,15000.0,10.8117,29.7235
6,Siwi,siví,Egypt,EGY,Definitely endangered,15000.0,29.1905,25.5322
1289,Tagargrent,wargla,Algeria,DZA,Severely endangered,15000.0,30.9587,4.0209
2162,Tayurayt,tayurayt,Algeria,DZA,Vulnerable,15000.0,36.5648,1.9061
2324,Totoli,tolitoli,Indonesia,IDN,Vulnerable,15000.0,0.8953,120.2838
286,Aruaco,aruaco,Colombia,COL,Vulnerable,14799.0,10.0986,-73.5424
441,Yakkha,yakha,Nepal,NPL,Critically endangered,14648.0,27.1908,87.3358
1584,Kuruba,kurumba,India,IND,Critically endangered,14613.0,11.4369,76.3549
707,Tuamotuan,tuamotuano,French Polynesia (France),PYF,Definitely endangered,14400.0,-14.9354,-147.7455
62,Katla,catla,Sudan,SDN,Definitely endangered,14208.0,11.7329,29.3939
294,Garífuna (Belize),garífuna (Belize),Belize,BLZ,Vulnerable,14061.0,17.1833,-88.5833
1109,Thulung,thulungo,Nepal,NPL,Definitely endangered,14034.0,27.4534,86.6423
1190,Bawm,chin bom,"Bangladesh, India","BGD, IND",Definitely endangered,14000.0,22.1874,92.6477
1666,Guajajara,guajajara,Brazil,BRA,Vulnerable,14000.0,-4.8282,-46.8017
703,Niuean,niue,Niue,NIU,Definitely endangered,14000.0,-19.0491,-169.8706
2574,Uhunduni,uhunduní,Indonesia,IDN,Vulnerable,14000.0,-4.2054,137.031
1300,Gusilay,gusilay,Senegal,SEN,Vulnerable,13950.0,12.7019,-16.4382
1816,Xavante,xavanté,Brazil,BRA,Vulnerable,13303.0,-14.4832,-53.5305
2304,Dondo,dondo,Indonesia,IDN,Vulnerable,13000.0,0.747,120.4266
1168,Khampti,jamtí,India,IND,Vulnerable,13000.0,27.8827,96.5093
11,Nalu,nalu,Guinea,GIN,Definitely endangered,13000.0,10.9523,-14.7629
1721,Tagoi,tagoí,Sudan,SDN,Severely endangered,13000.0,10.8252,30.1657
71,Karko,karko,Sudan,SDN,Definitely endangered,12986.0,11.964,29.4186
939,San Mateo del Mar Huave,huave de San Mateo del Mar,Mexico,MEX,Vulnerable,12667.0,16.2,-94.9833
1751,Q'eqchi' (Belize),cachí (Belize),Belize,BLZ,Vulnerable,12366.0,16.8107,-88.3999
52,Kadaru,kadaru,Sudan,SDN,Definitely endangered,12360.0,12.1789,30.2398
1286,Mazatlán Mazatec,mazateco de Mazatlán,Mexico,MEX,Vulnerable,12340.0,18.033,-96.8999
1309,Badiaranke,badiara / badyara,Guinea,GIN,Severely endangered,12205.0,12.4043,-13.5736
2327,Alune,alune,Indonesia,IDN,Vulnerable,12000.0,-3.0637,128.3752
1606,Bangani,bangani,India,IND,Critically endangered,12000.0,29.8692,79.0686
1046,Chamalal,chamalal,Russian Federation,RUS,Definitely endangered,12000.0,42.5712,46.0739
2238,Chru,cru,Viet Nam,VNM,Vulnerable,12000.0,11.4666,109.05
1090,Hill Miri,hill miri,India,IND,Definitely endangered,12000.0,27.7078,94.0374
2446,Jinuo,yinuo,China,CHN,Definitely endangered,12000.0,21.4758,101.3111
2435,Muya,muya,China,CHN,Vulnerable,12000.0,30.2593,101.7497
556,Samei,samei,China,CHN,Severely endangered,12000.0,25.0756,103.0133
2617,Tajio,tajio,Indonesia,IDN,Vulnerable,12000.0,-0.0954,120.0173
2618,Tobada',tobada',Indonesia,IDN,Extinct,12000.0,-2.019,119.4708
1333,Yurt Tatar,tártaro de yurt,Russian Federation,RUS,Definitely endangered,12000.0,46.3943,48.3288
1489,Yaqui (Mexico),yaqui (México),Mexico,MEX,Vulnerable,11806.0,27.6436,-110.296
1784,Ch'orti' (Guatemala),chortí (Guatemala),Guatemala,GTM,Definitely endangered,11734.0,14.968,-89.2905
919,Filomeno Mata Totonac,totonacano filomeno mata-coahuillán,Mexico,MEX,Vulnerable,11710.0,20.198,-97.7022
917,Northern Totonac,totonacano septentrional,Mexico,MEX,Critically endangered,11529.0,20.2741,-97.955
1733,Komo,como,"Ethiopia, Sudan","ETH, SDN",Definitely endangered,11500.0,9.0804,34.0905
19,Tuwuli,bowiri,Ghana,GHA,Vulnerable,11400.0,7.0572,0.3845
1824,Poqomam,Poqomam,Guatemala,GTM,Definitely endangered,11273.0,14.6455,-89.7274
1084,Idu,chulikata,"China, India","CHN, IND",Definitely endangered,11101.0,28.6496,95.8419
683,Kari'ña (Venezuela),galibi (Venezuela),Venezuela (Bolivarian Republic of),VEN,Severely endangered,11000.0,8.4941,-64.0942
731,Machiguenga,machiguenga,Peru,PER,Definitely endangered,11000.0,-11.8888,-72.9052
1963,Piaroa (Venezuela),piaroa (Venezuela),Venezuela (Bolivarian Republic of),VEN,Vulnerable,11000.0,4.5435,-66.7089
714,Tuvaluan,tuvaluano,Tuvalu,TUV,Definitely endangered,11000.0,-8.5049,179.187
322,Waunana (Colombia),waumeo (Colombia),Colombia,COL,Vulnerable,11000.0,4.2806,-77.0581
1296,Noon,noono,Senegal,SEN,Vulnerable,10925.0,14.8173,-16.5234
1102,Sampang,sampang,Nepal,NPL,Vulnerable,10810.0,27.257,86.9444
690,Central Alaskan Yupik (2),yupí alasquiano central (2),United States of America,USA,Vulnerable,10400.0,61.4387,-160.4882
691,Central Alaskan Yupik (Nuniak Island),yupí alasquiano central (isla de Nunivak),United States of America,USA,Vulnerable,10400.0,59.8889,-166.289
2665,Bukiyip,arapeso montañés,Papua New Guinea,PNG,Vulnerable,10304.0,-3.4256,143.0886
2610,Saparua,saparua,Indonesia,IDN,Definitely endangered,10216.0,-3.5757,128.6464
1083,Darai,darai,Nepal,NPL,Severely endangered,10210.0,27.9264,84.331
1303,Bandial,bandal,Senegal,SEN,Vulnerable,10125.0,12.5317,-16.1553
55,Bongo,bongo,Sudan,SDN,Definitely endangered,10084.0,6.1405,31.7999
1484,Northwestern Tarahumara,tarahumara noroccidental,Mexico,MEX,Vulnerable,10031.0,27.9169,-107.0552
1343,Algherese Catalan,alguerés,Italy,ITA,Definitely endangered,10000.0,40.5638,8.3276
330,Aragonese,aragonés,Spain,ESP,Definitely endangered,10000.0,42.2935,-0.4394
2430,Baima,baima,China,CHN,Vulnerable,10000.0,33.1531,103.8696
1678,Bukharic,bukárico,Uzbekistan,UZB,Definitely endangered,10000.0,39.8043,64.4224
